id,admin,first_name,last_name,initial,class,grade,register,reg_date,username,email,cell
703,703-BJ,Badari,Jakavula,BJ,10H,10,H,2517-08-28,bjakavula,bjakavula@sla.co.ac,0828961281
704,704-AJ,Aphane,JansevanRensburg,AJ,10H,10,H,2518-11-11,ajansevanrensburg,ajansevanrensburg@sla.co.ac,0828015489
705,705-AJ,Adams,Jardim,AJ,10H,10,H,2519-12-27,ajardim,ajardim@sla.co.ac,0829596502
706,706-MJ,Mkhabela,Jeftha,MJ,10H,10,H,2520-01-27,mjeftha,mjeftha@sla.co.ac,0828490995
707,707-MJ,Mills,Jerry,MJ,10H,10,H,2521-10-25,mjerry,mjerry@sla.co.ac,0829906069
708,708-MJ,Meyi,Jones,MJ,10H,10,H,2522-09-27,mjones,mjones@sla.co.ac,0824196272
709,709-MJ,McKenna,Joubert,MJ,10H,10,H,2523-09-01,mjoubert,mjoubert@sla.co.ac,0824418823
710,710-ZK,Zwane,Khan,ZK,10H,10,H,2524-09-29,zkhan,zkhan@sla.co.ac,0822007527
711,711-ZK,Zwane,Khan,ZK,10H,10,H,2525-10-06,zkhan,zkhan@sla.co.ac,0824196214
712,712-WK,Woodburn,Khoza,WK,10H,10,H,2526-05-06,wkhoza,wkhoza@sla.co.ac,0820311798
713,713-WK,Weston,Kitchener,WK,10H,10,H,2527-07-10,wkitchener,wkitchener@sla.co.ac,0828641855
714,714-WK,Wanga,Komane,WK,10H,10,H,2528-11-23,wkomane,wkomane@sla.co.ac,0823663270
715,715-WK,Waite,Kose,WK,10H,10,H,2529-04-18,wkose,wkose@sla.co.ac,0823914134
716,716-WK,Waite,Kwinika,WK,10H,10,H,2530-07-22,wkwinika,wkwinika@sla.co.ac,0822759216
717,717-VL,Verwey,Landsberg,VL,10H,10,H,2531-02-01,vlandsberg,vlandsberg@sla.co.ac,0821175744
718,718-VL,Vass,Letsholo,VL,10H,10,H,2532-11-05,vletsholo,vletsholo@sla.co.ac,0825114841
719,719-VL,VanGreunen,Levey,VL,10H,10,H,2533-08-15,vlevey,vlevey@sla.co.ac,0829513780
720,720-VL,VanderMerwe,Liebenberg,VL,10H,10,H,2534-01-10,vliebenberg,vliebenberg@sla.co.ac,0829323595
721,721-VL,Vanda,Liebenberg,VL,10H,10,H,2535-03-22,vliebenberg,vliebenberg@sla.co.ac,0820303448
722,722-VL,Van Niekerk,Lottering,VL,10H,10,H,2536-10-28,vlottering,vlottering@sla.co.ac,0822001397
723,723-VL,Van Eyk,Ludik,VL,10S,10,S,2537-12-23,vludik,vludik@sla.co.ac,0827543258
724,724-TL,Tladi,Lukhele,TL,10S,10,S,2538-07-09,tlukhele,tlukhele@sla.co.ac,0822306105
725,725-TM,Tiltmann,Machete,TM,10S,10,S,2539-02-11,tmachete,tmachete@sla.co.ac,0826187862
726,726-TM,Themba,Maharaj,TM,10S,10,S,2540-03-22,tmaharaj,tmaharaj@sla.co.ac,0824378903
727,727-TM,Tetsa,Makowe,TM,10S,10,S,2541-02-27,tmakowe,tmakowe@sla.co.ac,0821979689
728,728-TM,Tantsi,Malapela,TM,10S,10,S,2542-01-16,tmalapela,tmalapela@sla.co.ac,0821476684
729,729-TM,Taljaard,Malapile,TM,10S,10,S,2543-11-23,tmalapile,tmalapile@sla.co.ac,0825293209
730,730-SM,Sukdaven,Malatji,SM,10S,10,S,2544-09-27,smalatji,smalatji@sla.co.ac,0829981558
731,731-SM,Strydom,Malatji,SM,10S,10,S,2545-01-28,smalatji,smalatji@sla.co.ac,0824124718
732,732-SM,Steenkamp,Malebana,SM,10S,10,S,2546-11-18,smalebana,smalebana@sla.co.ac,0825049976
733,733-SM,Stappard,Malefofana,SM,10S,10,S,2547-08-06,smalefofana,smalefofana@sla.co.ac,0822886260
734,734-SM,Spohr,Maloma,SM,10S,10,S,2548-09-13,smaloma,smaloma@sla.co.ac,0822713789
735,735-SM,Solomons,Manyakoana,SM,10S,10,S,2549-11-12,smanyakoana,smanyakoana@sla.co.ac,0829867828
736,736-SM,Smith,Martiens,SM,10S,10,S,2550-02-12,smartiens,smartiens@sla.co.ac,0824740956
737,737-SM,Smith,Marx,SM,10S,10,S,2551-02-17,smarx,smarx@sla.co.ac,0822326009
738,738-SM,Smit,Masemola,SM,10S,10,S,2552-01-06,smasemola,smasemola@sla.co.ac,0823625718
739,739-SM,Smallwood,Masondo,SM,10S,10,S,2553-05-11,smasondo,smasondo@sla.co.ac,0822812346
740,740-SM,Smallwood,Matadin,SM,10S,10,S,2554-09-01,smatadin,smatadin@sla.co.ac,0828757537
741,741-SM,Smal,Matjila,SM,11F,11,F,2555-07-12,smatjila,smatjila@sla.co.ac,0826952984
742,742-SM,Slabbert,Matlhake,SM,11F,11,F,2556-07-14,smatlhake,smatlhake@sla.co.ac,0827974645
743,743-SM,Singh,Matshoba,SM,11F,11,F,2557-08-26,smatshoba,smatshoba@sla.co.ac,0829153264
744,744-SM,Shilenge,Mavengedza,SM,11F,11,F,2558-02-09,smavengedza,smavengedza@sla.co.ac,0825438829
745,745-SM,Shampandle,Maziku,SM,11F,11,F,2559-07-08,smaziku,smaziku@sla.co.ac,0820187733
746,746-SM,Serage,McKenna,SM,11F,11,F,2560-04-10,smckenna,smckenna@sla.co.ac,0827613793
747,747-SM,Sequeira,Meyi,SM,11F,11,F,2561-11-07,smeyi,smeyi@sla.co.ac,0825179724
748,748-SM,Seebran,Mills,SM,11F,11,F,2562-03-19,smills,smills@sla.co.ac,0821156890
749,749-SM,Sebata,Mkhabela,SM,11F,11,F,2563-02-15,smkhabela,smkhabela@sla.co.ac,0822318810
750,750-SM,Samigramni,Mkhonta,SM,11F,11,F,2564-11-08,smkhonta,smkhonta@sla.co.ac,0821564697
751,751-RM,Rugnanan,Mochaka,RM,11F,11,F,2565-09-29,rmochaka,rmochaka@sla.co.ac,0824940671
752,752-RM,Rozycki,Mojapelo,RM,11F,11,F,2566-04-04,rmojapelo,rmojapelo@sla.co.ac,0829608094
753,753-RM,Roman,Mokgatle,RM,11F,11,F,2567-02-06,rmokgatle,rmokgatle@sla.co.ac,0826427573
754,754-RM,Roddan,Mokoena,RM,11F,11,F,2568-09-28,rmokoena,rmokoena@sla.co.ac,0827495060
755,755-RM,Richter,Mokoena,RM,11F,11,F,2569-06-27,rmokoena,rmokoena@sla.co.ac,0829427518
756,756-RM,Reddy,Mokoena,RM,11F,11,F,2570-10-24,rmokoena,rmokoena@sla.co.ac,0827019200
757,757-RM,Ramugumo,Molalugi,RM,11F,11,F,2571-04-09,rmolalugi,rmolalugi@sla.co.ac,0822467048
758,758-RM,Ramlakan,Molobi,RM,11F,11,F,2572-03-04,rmolobi,rmolobi@sla.co.ac,0824263856
759,759-RM,Ramjattan,Moloi,RM,11F,11,F,2573-07-11,rmoloi,rmoloi@sla.co.ac,0821422833
760,760-RM,Ramchuran,Monyanyedi,RM,11L,11,L,2574-02-04,rmonyanyedi,rmonyanyedi@sla.co.ac,0823654354
761,761-RM,Rall,Morrey,RM,11L,11,L,2575-02-19,rmorrey,rmorrey@sla.co.ac,0829080559
762,762-RM,Radebe,Morrey,RM,11L,11,L,2576-06-03,rmorrey,rmorrey@sla.co.ac,0826422009
763,763-PM,Poulton,Mothekhe,PM,11L,11,L,2577-04-27,pmothekhe,pmothekhe@sla.co.ac,0829961875
764,764-PM,Pontes,Motsaanaka,PM,11L,11,L,2578-05-28,pmotsaanaka,pmotsaanaka@sla.co.ac,0826847182
765,765-PM,Pillay,Mtetwa,PM,11L,11,L,2579-03-02,pmtetwa,pmtetwa@sla.co.ac,0828705916
766,766-PM,Pietersen,Mtetwa,PM,11L,11,L,2580-08-19,pmtetwa,pmtetwa@sla.co.ac,0823143765
767,767-PM,Phasha,Mukwe,PM,11L,11,L,2581-05-26,pmukwe,pmukwe@sla.co.ac,0829941019
768,768-PM,Pailman,Munezi,PM,11L,11,L,2582-11-07,pmunezi,pmunezi@sla.co.ac,0829418514
769,769-PM,Padayachee,Murimwa,PM,11L,11,L,2583-09-08,pmurimwa,pmurimwa@sla.co.ac,0829719105
770,770-ON,Oxley,Naidoo,ON,11L,11,L,2584-09-21,onaidoo,onaidoo@sla.co.ac,0826850133
771,771-NN,Nyembe,Naidoo,NN,11L,11,L,2585-05-18,nnaidoo,nnaidoo@sla.co.ac,0827444982
772,772-NN,Norton,Naidoo,NN,11L,11,L,2586-03-30,nnaidoo,nnaidoo@sla.co.ac,0828228975
773,773-NN,Nkente,Naidoo,NN,11L,11,L,2587-03-04,nnaidoo,nnaidoo@sla.co.ac,0822411910
774,774-NN,Nhlapo,Naidu,NN,11L,11,L,2588-02-15,nnaidu,nnaidu@sla.co.ac,0823987505
775,775-NN,Nhlapo,Nainaar,NN,11L,11,L,2589-04-30,nnainaar,nnainaar@sla.co.ac,0826551067
776,776-NN,Nhlapo,Narain Singh,NN,11L,11,L,2590-08-15,nnarain singh,nnarain singh@sla.co.ac,0822783221
777,777-NN,Neto,Ndhlovu,NN,11L,11,L,2591-11-14,nndhlovu,nndhlovu@sla.co.ac,0820005990
778,778-NN,Nene,Ndlela,NN,11L,11,L,2592-11-12,nndlela,nndlela@sla.co.ac,0829734942
779,779-NN,Neave,Neave,NN,12G,12,G,2593-01-12,nneave,nneave@sla.co.ac,0827125459
780,780-NN,Ndlela,Nene,NN,12G,12,G,2594-11-25,nnene,nnene@sla.co.ac,0828879544
781,781-NN,Ndhlovu,Neto,NN,12G,12,G,2595-07-15,nneto,nneto@sla.co.ac,0822354432
782,782-NN,Narain Singh,Nhlapo,NN,12G,12,G,2596-10-23,nnhlapo,nnhlapo@sla.co.ac,0823404972
783,783-NN,Nainaar,Nhlapo,NN,12G,12,G,2597-03-13,nnhlapo,nnhlapo@sla.co.ac,0827026219
784,784-NN,Naidu,Nhlapo,NN,12G,12,G,2598-06-27,nnhlapo,nnhlapo@sla.co.ac,0820126080
785,785-NN,Naidoo,Nkente,NN,12G,12,G,2599-08-12,nnkente,nnkente@sla.co.ac,0826018496
786,786-NN,Naidoo,Norton,NN,12G,12,G,2600-07-30,nnorton,nnorton@sla.co.ac,0820822599
787,787-NN,Naidoo,Nyembe,NN,12G,12,G,2601-11-14,nnyembe,nnyembe@sla.co.ac,0820862552
788,788-NO,Naidoo,Oxley,NO,12G,12,G,2602-01-23,noxley,noxley@sla.co.ac,0829036254
789,789-MP,Murimwa,Padayachee,MP,12G,12,G,2603-03-15,mpadayachee,mpadayachee@sla.co.ac,0825076480
790,790-MP,Munezi,Pailman,MP,12G,12,G,2604-04-27,mpailman,mpailman@sla.co.ac,0825562512
791,791-MP,Mukwe,Phasha,MP,12G,12,G,2605-10-12,mphasha,mphasha@sla.co.ac,0822897899
792,792-MP,Mtetwa,Pietersen,MP,12G,12,G,2606-06-09,mpietersen,mpietersen@sla.co.ac,0820142333
793,793-MP,Mtetwa,Pillay,MP,12G,12,G,2607-10-25,mpillay,mpillay@sla.co.ac,0826417508
794,794-MP,Motsaanaka,Pontes,MP,12R,12,R,2608-05-14,mpontes,mpontes@sla.co.ac,0823778763
795,795-MP,Mothekhe,Poulton,MP,12R,12,R,2609-04-15,mpoulton,mpoulton@sla.co.ac,0821519505
796,796-MR,Morrey,Radebe,MR,12R,12,R,2610-07-08,mradebe,mradebe@sla.co.ac,0820281384
797,797-MR,Morrey,Rall,MR,12R,12,R,2611-07-20,mrall,mrall@sla.co.ac,0822377891
798,798-MR,Monyanyedi,Ramchuran,MR,12R,12,R,2612-11-15,mramchuran,mramchuran@sla.co.ac,0828537288
799,799-MR,Moloi,Ramjattan,MR,12R,12,R,2613-06-26,mramjattan,mramjattan@sla.co.ac,0820235430
